"id","name","pol","n","m","directed"
777,"777","right",1490,19025,TRUE
778,"778","right",1490,19025,TRUE
779,"779","right",1490,19025,TRUE
780,"780","right",1490,19025,TRUE
781,"781","right",1490,19025,TRUE
782,"782","right",1490,19025,TRUE
783,"783","right",1490,19025,TRUE
784,"784","right",1490,19025,TRUE
785,"785","right",1490,19025,TRUE
786,"786","right",1490,19025,TRUE
787,"787","right",1490,19025,TRUE
788,"788","right",1490,19025,TRUE
789,"789","right",1490,19025,TRUE
790,"790","right",1490,19025,TRUE
791,"791","right",1490,19025,TRUE
792,"792","right",1490,19025,TRUE
793,"793","right",1490,19025,TRUE
794,"794","right",1490,19025,TRUE
795,"795","right",1490,19025,TRUE
796,"796","right",1490,19025,TRUE
797,"797","right",1490,19025,TRUE
798,"798","right",1490,19025,TRUE
799,"799","right",1490,19025,TRUE
800,"800","right",1490,19025,TRUE
801,"801","right",1490,19025,TRUE
802,"802","right",1490,19025,TRUE
803,"803","right",1490,19025,TRUE
804,"804","right",1490,19025,TRUE
805,"805","right",1490,19025,TRUE
806,"806","right",1490,19025,TRUE
807,"807","right",1490,19025,TRUE
808,"808","right",1490,19025,TRUE
809,"809","right",1490,19025,TRUE
810,"810","right",1490,19025,TRUE
811,"811","right",1490,19025,TRUE
812,"812","right",1490,19025,TRUE
813,"813","right",1490,19025,TRUE
814,"814","right",1490,19025,TRUE
815,"815","right",1490,19025,TRUE
816,"816","right",1490,19025,TRUE
817,"817","right",1490,19025,TRUE
818,"818","right",1490,19025,TRUE
819,"819","right",1490,19025,TRUE
820,"820","right",1490,19025,TRUE
821,"821","right",1490,19025,TRUE
822,"822","right",1490,19025,TRUE
823,"823","right",1490,19025,TRUE
824,"824","right",1490,19025,TRUE
825,"825","right",1490,19025,TRUE
826,"826","right",1490,19025,TRUE
827,"827","right",1490,19025,TRUE
828,"828","right",1490,19025,TRUE
829,"829","right",1490,19025,TRUE
830,"830","right",1490,19025,TRUE
831,"831","right",1490,19025,TRUE
832,"832","right",1490,19025,TRUE
833,"833","right",1490,19025,TRUE
834,"834","right",1490,19025,TRUE
835,"835","right",1490,19025,TRUE
836,"836","right",1490,19025,TRUE
837,"837","right",1490,19025,TRUE
838,"838","right",1490,19025,TRUE
839,"839","right",1490,19025,TRUE
840,"840","right",1490,19025,TRUE
841,"841","right",1490,19025,TRUE
842,"842","right",1490,19025,TRUE
843,"843","right",1490,19025,TRUE
844,"844","right",1490,19025,TRUE
845,"845","right",1490,19025,TRUE
846,"846","right",1490,19025,TRUE
847,"847","right",1490,19025,TRUE
848,"848","right",1490,19025,TRUE
849,"849","right",1490,19025,TRUE
850,"850","right",1490,19025,TRUE
851,"851","right",1490,19025,TRUE
852,"852","right",1490,19025,TRUE
853,"853","right",1490,19025,TRUE
854,"854","right",1490,19025,TRUE
855,"855","right",1490,19025,TRUE
856,"856","right",1490,19025,TRUE
857,"857","right",1490,19025,TRUE
858,"858","right",1490,19025,TRUE
859,"859","right",1490,19025,TRUE
860,"860","right",1490,19025,TRUE
861,"861","right",1490,19025,TRUE
862,"862","right",1490,19025,TRUE
863,"863","right",1490,19025,TRUE
864,"864","right",1490,19025,TRUE
865,"865","right",1490,19025,TRUE
866,"866","right",1490,19025,TRUE
867,"867","right",1490,19025,TRUE
868,"868","right",1490,19025,TRUE
869,"869","right",1490,19025,TRUE
870,"870","right",1490,19025,TRUE
871,"871","right",1490,19025,TRUE
872,"872","right",1490,19025,TRUE
873,"873","right",1490,19025,TRUE
874,"874","right",1490,19025,TRUE
875,"875","right",1490,19025,TRUE
876,"876","right",1490,19025,TRUE
877,"877","right",1490,19025,TRUE
878,"878","right",1490,19025,TRUE
879,"879","right",1490,19025,TRUE
880,"880","right",1490,19025,TRUE
881,"881","right",1490,19025,TRUE
882,"882","right",1490,19025,TRUE
883,"883","right",1490,19025,TRUE
884,"884","right",1490,19025,TRUE
885,"885","right",1490,19025,TRUE
886,"886","right",1490,19025,TRUE
887,"887","right",1490,19025,TRUE
888,"888","right",1490,19025,TRUE
889,"889","right",1490,19025,TRUE
890,"890","right",1490,19025,TRUE
891,"891","right",1490,19025,TRUE
892,"892","right",1490,19025,TRUE
893,"893","right",1490,19025,TRUE
894,"894","right",1490,19025,TRUE
895,"895","right",1490,19025,TRUE
896,"896","right",1490,19025,TRUE
897,"897","right",1490,19025,TRUE
898,"898","right",1490,19025,TRUE
899,"899","right",1490,19025,TRUE
900,"900","right",1490,19025,TRUE
901,"901","right",1490,19025,TRUE
902,"902","right",1490,19025,TRUE
903,"903","right",1490,19025,TRUE
904,"904","right",1490,19025,TRUE
905,"905","right",1490,19025,TRUE
906,"906","right",1490,19025,TRUE
907,"907","right",1490,19025,TRUE
908,"908","right",1490,19025,TRUE
909,"909","right",1490,19025,TRUE
910,"910","right",1490,19025,TRUE
911,"911","right",1490,19025,TRUE
912,"912","right",1490,19025,TRUE
913,"913","right",1490,19025,TRUE
914,"914","right",1490,19025,TRUE
915,"915","right",1490,19025,TRUE
916,"916","right",1490,19025,TRUE
917,"917","right",1490,19025,TRUE
918,"918","right",1490,19025,TRUE
919,"919","right",1490,19025,TRUE
920,"920","right",1490,19025,TRUE
921,"921","right",1490,19025,TRUE
922,"922","right",1490,19025,TRUE
923,"923","right",1490,19025,TRUE
924,"924","right",1490,19025,TRUE
925,"925","right",1490,19025,TRUE
926,"926","right",1490,19025,TRUE
927,"927","right",1490,19025,TRUE
928,"928","right",1490,19025,TRUE
929,"929","right",1490,19025,TRUE
930,"930","right",1490,19025,TRUE
931,"931","right",1490,19025,TRUE
932,"932","right",1490,19025,TRUE
933,"933","right",1490,19025,TRUE
934,"934","right",1490,19025,TRUE
935,"935","right",1490,19025,TRUE
936,"936","right",1490,19025,TRUE
937,"937","right",1490,19025,TRUE
938,"938","right",1490,19025,TRUE
939,"939","right",1490,19025,TRUE
940,"940","right",1490,19025,TRUE
941,"941","right",1490,19025,TRUE
942,"942","right",1490,19025,TRUE
943,"943","right",1490,19025,TRUE
944,"944","right",1490,19025,TRUE
945,"945","right",1490,19025,TRUE
946,"946","right",1490,19025,TRUE
947,"947","right",1490,19025,TRUE
948,"948","right",1490,19025,TRUE
949,"949","right",1490,19025,TRUE
950,"950","right",1490,19025,TRUE
951,"951","right",1490,19025,TRUE
952,"952","right",1490,19025,TRUE
953,"953","right",1490,19025,TRUE
954,"954","right",1490,19025,TRUE
955,"955","right",1490,19025,TRUE
956,"956","right",1490,19025,TRUE
957,"957","right",1490,19025,TRUE
958,"958","right",1490,19025,TRUE
959,"959","right",1490,19025,TRUE
960,"960","right",1490,19025,TRUE
961,"961","right",1490,19025,TRUE
962,"962","right",1490,19025,TRUE
963,"963","right",1490,19025,TRUE
964,"964","right",1490,19025,TRUE
965,"965","right",1490,19025,TRUE
966,"966","right",1490,19025,TRUE
967,"967","right",1490,19025,TRUE
968,"968","right",1490,19025,TRUE
969,"969","right",1490,19025,TRUE
970,"970","right",1490,19025,TRUE
971,"971","right",1490,19025,TRUE
972,"972","right",1490,19025,TRUE
973,"973","right",1490,19025,TRUE
974,"974","right",1490,19025,TRUE
975,"975","right",1490,19025,TRUE
976,"976","right",1490,19025,TRUE
977,"977","right",1490,19025,TRUE
978,"978","right",1490,19025,TRUE
979,"979","right",1490,19025,TRUE
980,"980","right",1490,19025,TRUE
981,"981","right",1490,19025,TRUE
982,"982","right",1490,19025,TRUE
983,"983","right",1490,19025,TRUE
984,"984","right",1490,19025,TRUE
985,"985","right",1490,19025,TRUE
986,"986","right",1490,19025,TRUE
987,"987","right",1490,19025,TRUE
988,"988","right",1490,19025,TRUE
989,"989","right",1490,19025,TRUE
990,"990","right",1490,19025,TRUE
991,"991","right",1490,19025,TRUE
992,"992","right",1490,19025,TRUE
993,"993","right",1490,19025,TRUE
994,"994","right",1490,19025,TRUE
995,"995","right",1490,19025,TRUE
996,"996","right",1490,19025,TRUE
997,"997","right",1490,19025,TRUE
998,"998","right",1490,19025,TRUE
999,"999","right",1490,19025,TRUE
1000,"1000","right",1490,19025,TRUE
1001,"1001","right",1490,19025,TRUE
1002,"1002","right",1490,19025,TRUE
1003,"1003","right",1490,19025,TRUE
1004,"1004","right",1490,19025,TRUE
1005,"1005","right",1490,19025,TRUE
1006,"1006","right",1490,19025,TRUE
1007,"1007","right",1490,19025,TRUE
1008,"1008","right",1490,19025,TRUE
1009,"1009","right",1490,19025,TRUE
1010,"1010","right",1490,19025,TRUE
1011,"1011","right",1490,19025,TRUE
1012,"1012","right",1490,19025,TRUE
1013,"1013","right",1490,19025,TRUE
1014,"1014","right",1490,19025,TRUE
1015,"1015","right",1490,19025,TRUE
1016,"1016","right",1490,19025,TRUE
1017,"1017","right",1490,19025,TRUE
1018,"1018","right",1490,19025,TRUE
1019,"1019","right",1490,19025,TRUE
1020,"1020","right",1490,19025,TRUE
1021,"1021","right",1490,19025,TRUE
1022,"1022","right",1490,19025,TRUE
1023,"1023","right",1490,19025,TRUE
1024,"1024","right",1490,19025,TRUE
1025,"1025","right",1490,19025,TRUE
1026,"1026","right",1490,19025,TRUE
1027,"1027","right",1490,19025,TRUE
1028,"1028","right",1490,19025,TRUE
1029,"1029","right",1490,19025,TRUE
1030,"1030","right",1490,19025,TRUE
1031,"1031","right",1490,19025,TRUE
1032,"1032","right",1490,19025,TRUE
1033,"1033","right",1490,19025,TRUE
1034,"1034","right",1490,19025,TRUE
1035,"1035","right",1490,19025,TRUE
1036,"1036","right",1490,19025,TRUE
1037,"1037","right",1490,19025,TRUE
1038,"1038","right",1490,19025,TRUE
1039,"1039","right",1490,19025,TRUE
1040,"1040","right",1490,19025,TRUE
1041,"1041","right",1490,19025,TRUE
1042,"1042","right",1490,19025,TRUE
1043,"1043","right",1490,19025,TRUE
1044,"1044","right",1490,19025,TRUE
1045,"1045","right",1490,19025,TRUE
1046,"1046","right",1490,19025,TRUE
1047,"1047","right",1490,19025,TRUE
1048,"1048","right",1490,19025,TRUE
1049,"1049","right",1490,19025,TRUE
1050,"1050","right",1490,19025,TRUE
1051,"1051","right",1490,19025,TRUE
1052,"1052","right",1490,19025,TRUE
1053,"1053","right",1490,19025,TRUE
1054,"1054","right",1490,19025,TRUE
1055,"1055","right",1490,19025,TRUE
1056,"1056","right",1490,19025,TRUE
1057,"1057","right",1490,19025,TRUE
1058,"1058","right",1490,19025,TRUE
1059,"1059","right",1490,19025,TRUE
1060,"1060","right",1490,19025,TRUE
1061,"1061","right",1490,19025,TRUE
1062,"1062","right",1490,19025,TRUE
1063,"1063","right",1490,19025,TRUE
1064,"1064","right",1490,19025,TRUE
1065,"1065","right",1490,19025,TRUE
1066,"1066","right",1490,19025,TRUE
1067,"1067","right",1490,19025,TRUE
1068,"1068","right",1490,19025,TRUE
1069,"1069","right",1490,19025,TRUE
1070,"1070","right",1490,19025,TRUE
1071,"1071","right",1490,19025,TRUE
1072,"1072","right",1490,19025,TRUE
1073,"1073","right",1490,19025,TRUE
1074,"1074","right",1490,19025,TRUE
1075,"1075","right",1490,19025,TRUE
1076,"1076","right",1490,19025,TRUE
1077,"1077","right",1490,19025,TRUE
1078,"1078","right",1490,19025,TRUE
1079,"1079","right",1490,19025,TRUE
1080,"1080","right",1490,19025,TRUE
1081,"1081","right",1490,19025,TRUE
1082,"1082","right",1490,19025,TRUE
1083,"1083","right",1490,19025,TRUE
1084,"1084","right",1490,19025,TRUE
1085,"1085","right",1490,19025,TRUE
1086,"1086","right",1490,19025,TRUE
1087,"1087","right",1490,19025,TRUE
1088,"1088","right",1490,19025,TRUE
1089,"1089","right",1490,19025,TRUE
1090,"1090","right",1490,19025,TRUE
1091,"1091","right",1490,19025,TRUE
1092,"1092","right",1490,19025,TRUE
1093,"1093","right",1490,19025,TRUE
1094,"1094","right",1490,19025,TRUE
1095,"1095","right",1490,19025,TRUE
1096,"1096","right",1490,19025,TRUE
1097,"1097","right",1490,19025,TRUE
1098,"1098","right",1490,19025,TRUE
1099,"1099","right",1490,19025,TRUE
1100,"1100","right",1490,19025,TRUE
1101,"1101","right",1490,19025,TRUE
1102,"1102","right",1490,19025,TRUE
1103,"1103","right",1490,19025,TRUE
1104,"1104","right",1490,19025,TRUE
1105,"1105","right",1490,19025,TRUE
1106,"1106","right",1490,19025,TRUE
1107,"1107","right",1490,19025,TRUE
1108,"1108","right",1490,19025,TRUE
1109,"1109","right",1490,19025,TRUE
1110,"1110","right",1490,19025,TRUE
1111,"1111","right",1490,19025,TRUE
1112,"1112","right",1490,19025,TRUE
1113,"1113","right",1490,19025,TRUE
1114,"1114","right",1490,19025,TRUE
1115,"1115","right",1490,19025,TRUE
1116,"1116","right",1490,19025,TRUE
1117,"1117","right",1490,19025,TRUE
1118,"1118","right",1490,19025,TRUE
1119,"1119","right",1490,19025,TRUE
1120,"1120","right",1490,19025,TRUE
1121,"1121","right",1490,19025,TRUE
1122,"1122","right",1490,19025,TRUE
1123,"1123","right",1490,19025,TRUE
1124,"1124","right",1490,19025,TRUE
1125,"1125","right",1490,19025,TRUE
1126,"1126","right",1490,19025,TRUE
1127,"1127","right",1490,19025,TRUE
1128,"1128","right",1490,19025,TRUE
1129,"1129","right",1490,19025,TRUE
1130,"1130","right",1490,19025,TRUE
1131,"1131","right",1490,19025,TRUE
1132,"1132","right",1490,19025,TRUE
1133,"1133","right",1490,19025,TRUE
1134,"1134","right",1490,19025,TRUE
1135,"1135","right",1490,19025,TRUE
1136,"1136","right",1490,19025,TRUE
1137,"1137","right",1490,19025,TRUE
1138,"1138","right",1490,19025,TRUE
1139,"1139","right",1490,19025,TRUE
1140,"1140","right",1490,19025,TRUE
1141,"1141","right",1490,19025,TRUE
1142,"1142","right",1490,19025,TRUE
1143,"1143","right",1490,19025,TRUE
1144,"1144","right",1490,19025,TRUE
1145,"1145","right",1490,19025,TRUE
1146,"1146","right",1490,19025,TRUE
1147,"1147","right",1490,19025,TRUE
1148,"1148","right",1490,19025,TRUE
1149,"1149","right",1490,19025,TRUE
1150,"1150","right",1490,19025,TRUE
1151,"1151","right",1490,19025,TRUE
1152,"1152","right",1490,19025,TRUE
1153,"1153","right",1490,19025,TRUE
1154,"1154","right",1490,19025,TRUE
1155,"1155","right",1490,19025,TRUE
1156,"1156","right",1490,19025,TRUE
1157,"1157","right",1490,19025,TRUE
1158,"1158","right",1490,19025,TRUE
1159,"1159","right",1490,19025,TRUE
1160,"1160","right",1490,19025,TRUE
1161,"1161","right",1490,19025,TRUE
1162,"1162","right",1490,19025,TRUE
1163,"1163","right",1490,19025,TRUE
1164,"1164","right",1490,19025,TRUE
1165,"1165","right",1490,19025,TRUE
1166,"1166","right",1490,19025,TRUE
1167,"1167","right",1490,19025,TRUE
1168,"1168","right",1490,19025,TRUE
1169,"1169","right",1490,19025,TRUE
1170,"1170","right",1490,19025,TRUE
1171,"1171","right",1490,19025,TRUE
1172,"1172","right",1490,19025,TRUE
1173,"1173","right",1490,19025,TRUE
1174,"1174","right",1490,19025,TRUE
1175,"1175","right",1490,19025,TRUE
1176,"1176","right",1490,19025,TRUE
1177,"1177","right",1490,19025,TRUE
1178,"1178","right",1490,19025,TRUE
1179,"1179","right",1490,19025,TRUE
1180,"1180","right",1490,19025,TRUE
1181,"1181","right",1490,19025,TRUE
1182,"1182","right",1490,19025,TRUE
1183,"1183","right",1490,19025,TRUE
1184,"1184","right",1490,19025,TRUE
1185,"1185","right",1490,19025,TRUE
1186,"1186","right",1490,19025,TRUE
1187,"1187","right",1490,19025,TRUE
1188,"1188","right",1490,19025,TRUE
1189,"1189","right",1490,19025,TRUE
1190,"1190","right",1490,19025,TRUE
1191,"1191","right",1490,19025,TRUE
1192,"1192","right",1490,19025,TRUE
1193,"1193","right",1490,19025,TRUE
1194,"1194","right",1490,19025,TRUE
1195,"1195","right",1490,19025,TRUE
1196,"1196","right",1490,19025,TRUE
1197,"1197","right",1490,19025,TRUE
1198,"1198","right",1490,19025,TRUE
1199,"1199","right",1490,19025,TRUE
1200,"1200","right",1490,19025,TRUE
1201,"1201","right",1490,19025,TRUE
1202,"1202","right",1490,19025,TRUE
1203,"1203","right",1490,19025,TRUE
1204,"1204","right",1490,19025,TRUE
1205,"1205","right",1490,19025,TRUE
1206,"1206","right",1490,19025,TRUE
1207,"1207","right",1490,19025,TRUE
1208,"1208","right",1490,19025,TRUE
1209,"1209","right",1490,19025,TRUE
1210,"1210","right",1490,19025,TRUE
1211,"1211","right",1490,19025,TRUE
1212,"1212","right",1490,19025,TRUE
1213,"1213","right",1490,19025,TRUE
1214,"1214","right",1490,19025,TRUE
1215,"1215","right",1490,19025,TRUE
1216,"1216","right",1490,19025,TRUE
1217,"1217","right",1490,19025,TRUE
1218,"1218","right",1490,19025,TRUE
1219,"1219","right",1490,19025,TRUE
1220,"1220","right",1490,19025,TRUE
1221,"1221","right",1490,19025,TRUE
1222,"1222","right",1490,19025,TRUE
1223,"1223","right",1490,19025,TRUE
1224,"1224","right",1490,19025,TRUE
1225,"1225","right",1490,19025,TRUE
1226,"1226","right",1490,19025,TRUE
1227,"1227","right",1490,19025,TRUE
1228,"1228","right",1490,19025,TRUE
1229,"1229","right",1490,19025,TRUE
1230,"1230","right",1490,19025,TRUE
1231,"1231","right",1490,19025,TRUE
1232,"1232","right",1490,19025,TRUE
1233,"1233","right",1490,19025,TRUE
1234,"1234","right",1490,19025,TRUE
1235,"1235","right",1490,19025,TRUE
1236,"1236","right",1490,19025,TRUE
1237,"1237","right",1490,19025,TRUE
1238,"1238","right",1490,19025,TRUE
1239,"1239","right",1490,19025,TRUE
1240,"1240","right",1490,19025,TRUE
1241,"1241","right",1490,19025,TRUE
1242,"1242","right",1490,19025,TRUE
1243,"1243","right",1490,19025,TRUE
1244,"1244","right",1490,19025,TRUE
1245,"1245","right",1490,19025,TRUE
1246,"1246","right",1490,19025,TRUE
1247,"1247","right",1490,19025,TRUE
1248,"1248","right",1490,19025,TRUE
1249,"1249","right",1490,19025,TRUE
1250,"1250","right",1490,19025,TRUE
1251,"1251","right",1490,19025,TRUE
1252,"1252","right",1490,19025,TRUE
1253,"1253","right",1490,19025,TRUE
1254,"1254","right",1490,19025,TRUE
1255,"1255","right",1490,19025,TRUE
1256,"1256","right",1490,19025,TRUE
1257,"1257","right",1490,19025,TRUE
1258,"1258","right",1490,19025,TRUE
1259,"1259","right",1490,19025,TRUE
1260,"1260","right",1490,19025,TRUE
1261,"1261","right",1490,19025,TRUE
1262,"1262","right",1490,19025,TRUE
1263,"1263","right",1490,19025,TRUE
1264,"1264","right",1490,19025,TRUE
1265,"1265","right",1490,19025,TRUE
1266,"1266","right",1490,19025,TRUE
1267,"1267","right",1490,19025,TRUE
1268,"1268","right",1490,19025,TRUE
1269,"1269","right",1490,19025,TRUE
1270,"1270","right",1490,19025,TRUE
1271,"1271","right",1490,19025,TRUE
1272,"1272","right",1490,19025,TRUE
1273,"1273","right",1490,19025,TRUE
1274,"1274","right",1490,19025,TRUE
1275,"1275","right",1490,19025,TRUE
1276,"1276","right",1490,19025,TRUE
1277,"1277","right",1490,19025,TRUE
1278,"1278","right",1490,19025,TRUE
1279,"1279","right",1490,19025,TRUE
1280,"1280","right",1490,19025,TRUE
1281,"1281","right",1490,19025,TRUE
1282,"1282","right",1490,19025,TRUE
1283,"1283","right",1490,19025,TRUE
1284,"1284","right",1490,19025,TRUE
1285,"1285","right",1490,19025,TRUE
1286,"1286","right",1490,19025,TRUE
1287,"1287","right",1490,19025,TRUE
1288,"1288","right",1490,19025,TRUE
1289,"1289","right",1490,19025,TRUE
1290,"1290","right",1490,19025,TRUE
1291,"1291","right",1490,19025,TRUE
1292,"1292","right",1490,19025,TRUE
1293,"1293","right",1490,19025,TRUE
1294,"1294","right",1490,19025,TRUE
1295,"1295","right",1490,19025,TRUE
1296,"1296","right",1490,19025,TRUE
1297,"1297","right",1490,19025,TRUE
1298,"1298","right",1490,19025,TRUE
1299,"1299","right",1490,19025,TRUE
1300,"1300","right",1490,19025,TRUE
1301,"1301","right",1490,19025,TRUE
1302,"1302","right",1490,19025,TRUE
1303,"1303","right",1490,19025,TRUE
1304,"1304","right",1490,19025,TRUE
1305,"1305","right",1490,19025,TRUE
1306,"1306","right",1490,19025,TRUE
1307,"1307","right",1490,19025,TRUE
1308,"1308","right",1490,19025,TRUE
1309,"1309","right",1490,19025,TRUE
1310,"1310","right",1490,19025,TRUE
1311,"1311","right",1490,19025,TRUE
1312,"1312","right",1490,19025,TRUE
1313,"1313","right",1490,19025,TRUE
1314,"1314","right",1490,19025,TRUE
1315,"1315","right",1490,19025,TRUE
1316,"1316","right",1490,19025,TRUE
1317,"1317","right",1490,19025,TRUE
1318,"1318","right",1490,19025,TRUE
1319,"1319","right",1490,19025,TRUE
1320,"1320","right",1490,19025,TRUE
1321,"1321","right",1490,19025,TRUE
1322,"1322","right",1490,19025,TRUE
1323,"1323","right",1490,19025,TRUE
1324,"1324","right",1490,19025,TRUE
1325,"1325","right",1490,19025,TRUE
1326,"1326","right",1490,19025,TRUE
1327,"1327","right",1490,19025,TRUE
1328,"1328","right",1490,19025,TRUE
1329,"1329","right",1490,19025,TRUE
1330,"1330","right",1490,19025,TRUE
1331,"1331","right",1490,19025,TRUE
1332,"1332","right",1490,19025,TRUE
1333,"1333","right",1490,19025,TRUE
1334,"1334","right",1490,19025,TRUE
1335,"1335","right",1490,19025,TRUE
1336,"1336","right",1490,19025,TRUE
1337,"1337","right",1490,19025,TRUE
1338,"1338","right",1490,19025,TRUE
1339,"1339","right",1490,19025,TRUE
1340,"1340","right",1490,19025,TRUE
1341,"1341","right",1490,19025,TRUE
1342,"1342","right",1490,19025,TRUE
1343,"1343","right",1490,19025,TRUE
1344,"1344","right",1490,19025,TRUE
1345,"1345","right",1490,19025,TRUE
1346,"1346","right",1490,19025,TRUE
1347,"1347","right",1490,19025,TRUE
1348,"1348","right",1490,19025,TRUE
1349,"1349","right",1490,19025,TRUE
1350,"1350","right",1490,19025,TRUE
1351,"1351","right",1490,19025,TRUE
1352,"1352","right",1490,19025,TRUE
1353,"1353","right",1490,19025,TRUE
1354,"1354","right",1490,19025,TRUE
1355,"1355","right",1490,19025,TRUE
1356,"1356","right",1490,19025,TRUE
1357,"1357","right",1490,19025,TRUE
1358,"1358","right",1490,19025,TRUE
1359,"1359","right",1490,19025,TRUE
1360,"1360","right",1490,19025,TRUE
1361,"1361","right",1490,19025,TRUE
1362,"1362","right",1490,19025,TRUE
1363,"1363","right",1490,19025,TRUE
1364,"1364","right",1490,19025,TRUE
1365,"1365","right",1490,19025,TRUE
1366,"1366","right",1490,19025,TRUE
1367,"1367","right",1490,19025,TRUE
1368,"1368","right",1490,19025,TRUE
1369,"1369","right",1490,19025,TRUE
1370,"1370","right",1490,19025,TRUE
1371,"1371","right",1490,19025,TRUE
1372,"1372","right",1490,19025,TRUE
1373,"1373","right",1490,19025,TRUE
1374,"1374","right",1490,19025,TRUE
1375,"1375","right",1490,19025,TRUE
1376,"1376","right",1490,19025,TRUE
1377,"1377","right",1490,19025,TRUE
1378,"1378","right",1490,19025,TRUE
1379,"1379","right",1490,19025,TRUE
1380,"1380","right",1490,19025,TRUE
1381,"1381","right",1490,19025,TRUE
1382,"1382","right",1490,19025,TRUE
1383,"1383","right",1490,19025,TRUE
1384,"1384","right",1490,19025,TRUE
1385,"1385","right",1490,19025,TRUE
1386,"1386","right",1490,19025,TRUE
1387,"1387","right",1490,19025,TRUE
1388,"1388","right",1490,19025,TRUE
1389,"1389","right",1490,19025,TRUE
1390,"1390","right",1490,19025,TRUE
1391,"1391","right",1490,19025,TRUE
1392,"1392","right",1490,19025,TRUE
1393,"1393","right",1490,19025,TRUE
1394,"1394","right",1490,19025,TRUE
1395,"1395","right",1490,19025,TRUE
1396,"1396","right",1490,19025,TRUE
1397,"1397","right",1490,19025,TRUE
1398,"1398","right",1490,19025,TRUE
1399,"1399","right",1490,19025,TRUE
1400,"1400","right",1490,19025,TRUE
1401,"1401","right",1490,19025,TRUE
1402,"1402","right",1490,19025,TRUE
1403,"1403","right",1490,19025,TRUE
1404,"1404","right",1490,19025,TRUE
1405,"1405","right",1490,19025,TRUE
1406,"1406","right",1490,19025,TRUE
1407,"1407","right",1490,19025,TRUE
1408,"1408","right",1490,19025,TRUE
1409,"1409","right",1490,19025,TRUE
1410,"1410","right",1490,19025,TRUE
1411,"1411","right",1490,19025,TRUE
1412,"1412","right",1490,19025,TRUE
1413,"1413","right",1490,19025,TRUE
1414,"1414","right",1490,19025,TRUE
1415,"1415","right",1490,19025,TRUE
1416,"1416","right",1490,19025,TRUE
1417,"1417","right",1490,19025,TRUE
1418,"1418","right",1490,19025,TRUE
1419,"1419","right",1490,19025,TRUE
1420,"1420","right",1490,19025,TRUE
1421,"1421","right",1490,19025,TRUE
1422,"1422","right",1490,19025,TRUE
1423,"1423","right",1490,19025,TRUE
1424,"1424","right",1490,19025,TRUE
1425,"1425","right",1490,19025,TRUE
1426,"1426","right",1490,19025,TRUE
1427,"1427","right",1490,19025,TRUE
1428,"1428","right",1490,19025,TRUE
1429,"1429","right",1490,19025,TRUE
1430,"1430","right",1490,19025,TRUE
1431,"1431","right",1490,19025,TRUE
1432,"1432","right",1490,19025,TRUE
1433,"1433","right",1490,19025,TRUE
1434,"1434","right",1490,19025,TRUE
1435,"1435","right",1490,19025,TRUE
1436,"1436","right",1490,19025,TRUE
1437,"1437","right",1490,19025,TRUE
1438,"1438","right",1490,19025,TRUE
1439,"1439","right",1490,19025,TRUE
1440,"1440","right",1490,19025,TRUE
1441,"1441","right",1490,19025,TRUE
1442,"1442","right",1490,19025,TRUE
1443,"1443","right",1490,19025,TRUE
1444,"1444","right",1490,19025,TRUE
1445,"1445","right",1490,19025,TRUE
1446,"1446","right",1490,19025,TRUE
1447,"1447","right",1490,19025,TRUE
1448,"1448","right",1490,19025,TRUE
1449,"1449","right",1490,19025,TRUE
1450,"1450","right",1490,19025,TRUE
1451,"1451","right",1490,19025,TRUE
1452,"1452","right",1490,19025,TRUE
1453,"1453","right",1490,19025,TRUE
1454,"1454","right",1490,19025,TRUE
1455,"1455","right",1490,19025,TRUE
1456,"1456","right",1490,19025,TRUE
1457,"1457","right",1490,19025,TRUE
1458,"1458","right",1490,19025,TRUE
1459,"1459","right",1490,19025,TRUE
1460,"1460","right",1490,19025,TRUE
1461,"1461","right",1490,19025,TRUE
1462,"1462","right",1490,19025,TRUE
1463,"1463","right",1490,19025,TRUE
1464,"1464","right",1490,19025,TRUE
1465,"1465","right",1490,19025,TRUE
1466,"1466","right",1490,19025,TRUE
1467,"1467","right",1490,19025,TRUE
1468,"1468","right",1490,19025,TRUE
1469,"1469","right",1490,19025,TRUE
1470,"1470","right",1490,19025,TRUE
1471,"1471","right",1490,19025,TRUE
1472,"1472","right",1490,19025,TRUE
1473,"1473","right",1490,19025,TRUE
1474,"1474","right",1490,19025,TRUE
1475,"1475","right",1490,19025,TRUE
1476,"1476","right",1490,19025,TRUE
1477,"1477","right",1490,19025,TRUE
1478,"1478","right",1490,19025,TRUE
1479,"1479","right",1490,19025,TRUE
1480,"1480","right",1490,19025,TRUE
1481,"1481","right",1490,19025,TRUE
1482,"1482","right",1490,19025,TRUE
1483,"1483","right",1490,19025,TRUE
1484,"1484","right",1490,19025,TRUE
1485,"1485","right",1490,19025,TRUE
1486,"1486","right",1490,19025,TRUE
1487,"1487","right",1490,19025,TRUE
1488,"1488","right",1490,19025,TRUE
1489,"1489","right",1490,19025,TRUE
1490,"1490","right",1490,19025,TRUE
