"id","name","pol","n","m","directed"
822,"822","right",867,18280,TRUE
823,"823","right",867,18280,TRUE
824,"824","right",867,18280,TRUE
825,"825","right",867,18280,TRUE
826,"826","right",867,18280,TRUE
827,"827","right",867,18280,TRUE
828,"828","right",867,18280,TRUE
829,"829","right",867,18280,TRUE
830,"830","right",867,18280,TRUE
831,"831","right",867,18280,TRUE
832,"832","right",867,18280,TRUE
833,"833","right",867,18280,TRUE
834,"834","right",867,18280,TRUE
835,"835","right",867,18280,TRUE
836,"836","right",867,18280,TRUE
837,"837","right",867,18280,TRUE
838,"838","right",867,18280,TRUE
839,"839","right",867,18280,TRUE
840,"840","right",867,18280,TRUE
841,"841","right",867,18280,TRUE
842,"842","right",867,18280,TRUE
843,"843","right",867,18280,TRUE
844,"844","right",867,18280,TRUE
845,"845","right",867,18280,TRUE
846,"846","right",867,18280,TRUE
847,"847","right",867,18280,TRUE
848,"848","right",867,18280,TRUE
849,"849","right",867,18280,TRUE
850,"850","right",867,18280,TRUE
851,"851","right",867,18280,TRUE
852,"852","right",867,18280,TRUE
853,"853","right",867,18280,TRUE
854,"854","right",867,18280,TRUE
855,"855","right",867,18280,TRUE
856,"856","right",867,18280,TRUE
857,"857","right",867,18280,TRUE
858,"858","right",867,18280,TRUE
859,"859","right",867,18280,TRUE
860,"860","right",867,18280,TRUE
861,"861","right",867,18280,TRUE
862,"862","right",867,18280,TRUE
863,"863","right",867,18280,TRUE
864,"864","right",867,18280,TRUE
865,"865","right",867,18280,TRUE
866,"866","right",867,18280,TRUE
867,"867","right",867,18280,TRUE
