"from","to"
"Gen Edw L Logan Intl","Lambert-St Louis International"
"Gen Edw L Logan Intl","Stewart"
"Gen Edw L Logan Intl","Tampa International"
"Southeast Texas Regional","George Bush Intercontinental"
"Brownsville/S.Padre Island International","George Bush Intercontinental"
"Bert Mooney","Gallatin"
"Bert Mooney","Salt Lake City Intl"
"Baton Rouge Metropolitan, Ryan","Cincinnati Northern Kentucky Intl"
"Baton Rouge Metropolitan, Ryan","Ronald Reagan Washington National"
"Baton Rouge Metropolitan, Ryan","Denver Intl"
"Baton Rouge Metropolitan, Ryan","Dallas-Fort Worth International"
"Baton Rouge Metropolitan, Ryan","William P Hobby"
"Baton Rouge Metropolitan, Ryan","George Bush Intercontinental"
"Baton Rouge Metropolitan, Ryan","Memphis International"
"Baton Rouge Metropolitan, Ryan","New Orleans International"
"Baton Rouge Metropolitan, Ryan","Chicago O'Hare International"
"Burlington International","Baltimore-Washington International"
"Burlington International","Cleveland-Hopkins Intl"
"Burlington International","Cincinnati Northern Kentucky Intl"
"Burlington International","Detroit Metropolitan-Wayne County"
"Burlington International","Newark Intl"
"Burlington International","Washington Dulles International"
"Burlington International","Indianapolis International"
"Burlington International","John F Kennedy Intl"
"Burlington International","Orlando International"
"Burlington International","Minneapolis-St Paul Intl"
"Burlington International","Chicago O'Hare International"
"Buffalo Niagara Intl","Baltimore-Washington International"
"Buffalo Niagara Intl","Cleveland-Hopkins Intl"
"Buffalo Niagara Intl","Charlotte/Douglas International"
"Buffalo Niagara Intl","Cincinnati Northern Kentucky Intl"
"Buffalo Niagara Intl","Ronald Reagan Washington National"
"Buffalo Niagara Intl","Dallas-Fort Worth International"
"Buffalo Niagara Intl","Detroit Metropolitan-Wayne County"
"Buffalo Niagara Intl","Newark Intl"
"Buffalo Niagara Intl","Fort Lauderdale-Hollywood Int'l"
"Buffalo Niagara Intl","Washington Dulles International"
"Buffalo Niagara Intl","John F Kennedy Intl"
"Buffalo Niagara Intl","McCarran International"
"Buffalo Niagara Intl","Orlando International"
"Buffalo Niagara Intl","Chicago Midway"
"Buffalo Niagara Intl","Minneapolis-St Paul Intl"
"Buffalo Niagara Intl","Chicago O'Hare International"
"Buffalo Niagara Intl","Philadelphia Intl"
"Buffalo Niagara Intl","Phoenix Sky Harbor International"
"Buffalo Niagara Intl","Southwest Florida International"
"Buffalo Niagara Intl","Tampa International"
"Burbank-Glendale-Pasadena","Denver Intl"
"Burbank-Glendale-Pasadena","Dallas-Fort Worth International"
"Burbank-Glendale-Pasadena","Washington Dulles International"
"Burbank-Glendale-Pasadena","John F Kennedy Intl"
"Burbank-Glendale-Pasadena","McCarran International"
"Burbank-Glendale-Pasadena","Metropolitan Oakland International"
"Burbank-Glendale-Pasadena","Portland Intl"
"Burbank-Glendale-Pasadena","Phoenix Sky Harbor International"
"Burbank-Glendale-Pasadena","Palmdale Production Flight"
"Burbank-Glendale-Pasadena","Palm Springs International"
"Burbank-Glendale-Pasadena","Reno/Tahoe International"
"Burbank-Glendale-Pasadena","Seattle-Tacoma Intl"
"Burbank-Glendale-Pasadena","San Francisco International"
"Burbank-Glendale-Pasadena","San Jose International"
"Burbank-Glendale-Pasadena","Salt Lake City Intl"
"Burbank-Glendale-Pasadena","Sacramento International"
"Burbank-Glendale-Pasadena","Tucson International"
"Baltimore-Washington International","Cleveland-Hopkins Intl"
"Baltimore-Washington International","Charlotte/Douglas International"
"Baltimore-Washington International","Port Columbus Intl"
"Baltimore-Washington International","Cincinnati Northern Kentucky Intl"
"Baltimore-Washington International","Daytona Beach International"
"Baltimore-Washington International","James M Cox Dayton Intl"
"Baltimore-Washington International","Denver Intl"
"Baltimore-Washington International","Dallas-Fort Worth International"
"Baltimore-Washington International","Detroit Metropolitan-Wayne County"
"Baltimore-Washington International","Newark Intl"
"Baltimore-Washington International","Fort Lauderdale-Hollywood Int'l"
"Baltimore-Washington International","Kent County International"
"Baltimore-Washington International","William P Hobby"
"Baltimore-Washington International","George Bush Intercontinental"
"Baltimore-Washington International","Indianapolis International"
"Baltimore-Washington International","Long Island - MacArthur"
"Baltimore-Washington International","Jackson International"
"Baltimore-Washington International","Jacksonville International"
"Baltimore-Washington International","John F Kennedy Intl"
"Baltimore-Washington International","McCarran International"
"Baltimore-Washington International","Los Angeles International"
"Baltimore-Washington International","LaGuardia"
"Baltimore-Washington International","Adams"
"Baltimore-Washington International","Kansas City International"
"Baltimore-Washington International","Orlando International"
"Baltimore-Washington International","Harrisburg Intl"
"Baltimore-Washington International","Chicago Midway"
"Baltimore-Washington International","Memphis International"
"Baltimore-Washington International","Manchester"
"Baltimore-Washington International","Miami International"
"Baltimore-Washington International","General Mitchell International"
"Baltimore-Washington International","Minneapolis-St Paul Intl"
"Baltimore-Washington International","New Orleans International"
"Baltimore-Washington International","Will Rogers World"
"Baltimore-Washington International","Chicago O'Hare International"
"Baltimore-Washington International","Norfolk International"
"Baltimore-Washington International","Palm Beach International"
"Baltimore-Washington International","Philadelphia Intl"
"Baltimore-Washington International","Phoenix Sky Harbor International"
"Baltimore-Washington International","Pittsburgh International"
"Baltimore-Washington International","Theodore F Green State"
"Baltimore-Washington International","Portland International Jetport"
"Baltimore-Washington International","Raleigh-Durham International"
"Baltimore-Washington International","Roanoke Regional/ Woodrum"
"Baltimore-Washington International","Greater Rochester Int'l"
"Baltimore-Washington International","Southwest Florida International"
"Baltimore-Washington International","San Diego International-Lindbergh"
"Baltimore-Washington International","San Antonio International"
"Baltimore-Washington International","Savannah International"
"Baltimore-Washington International","Louisville International-Standiford"
"Baltimore-Washington International","Seattle-Tacoma Intl"
"Baltimore-Washington International","San Francisco International"
"Baltimore-Washington International","Salt Lake City Intl"
"Baltimore-Washington International","Sarasota Bradenton International"
"Baltimore-Washington International","Lambert-St Louis International"
"Baltimore-Washington International","Tampa International"
"Gallatin","Denver Intl"
"Gallatin","Detroit Metropolitan-Wayne County"
"Gallatin","Great Falls Intl"
"Gallatin","Idaho Falls Regional"
"Gallatin","Los Angeles International"
"Gallatin","Minneapolis-St Paul Intl"
"Gallatin","Chicago O'Hare International"
"Gallatin","San Francisco International"
"Gallatin","Salt Lake City Intl"
"Columbia Metropolitan","Cincinnati Northern Kentucky Intl"
"Columbia Metropolitan","Dallas-Fort Worth International"
"Columbia Metropolitan","Detroit Metropolitan-Wayne County"
"Columbia Metropolitan","Newark Intl"
"Columbia Metropolitan","Washington Dulles International"
"Columbia Metropolitan","George Bush Intercontinental"
"Columbia Metropolitan","LaGuardia"
"Columbia Metropolitan","Memphis International"
"Columbia Metropolitan","Chicago O'Hare International"
"Akron-Canton Regional","Cincinnati Northern Kentucky Intl"
"Akron-Canton Regional","Denver Intl"
"Akron-Canton Regional","Detroit Metropolitan-Wayne County"
"Akron-Canton Regional","Fort Lauderdale-Hollywood Int'l"
"Akron-Canton Regional","McCarran International"
"Akron-Canton Regional","LaGuardia"
"Akron-Canton Regional","Orlando International"
"Akron-Canton Regional","Chicago O'Hare International"
"Akron-Canton Regional","Southwest Florida International"
"Akron-Canton Regional","Syracuse-Hancock Intl"
"Akron-Canton Regional","Tampa International"
"Akron-Canton Regional","Northwest Arkansas Regional"
"Cedar City Muni","Los Angeles International"
"Cedar City Muni","St George Muni"
"Cedar City Muni","Salt Lake City Intl"
"Jack McNamara","San Francisco International"
"Lovell","Cincinnati Northern Kentucky Intl"
"Lovell","Dallas-Fort Worth International"
"Lovell","Detroit Metropolitan-Wayne County"
"Lovell","George Bush Intercontinental"
"Lovell","Memphis International"
"Lovell","Chicago O'Hare International"
"Charlottesville-Albermarle","Cincinnati Northern Kentucky Intl"
"Charlottesville-Albermarle","Ronald Reagan Washington National"
"Charleston AFB/International","Cleveland-Hopkins Intl"
"Charleston AFB/International","Charlotte/Douglas International"
"Charleston AFB/International","Cincinnati Northern Kentucky Intl"
"Charleston AFB/International","Dallas-Fort Worth International"
"Charleston AFB/International","Detroit Metropolitan-Wayne County"
"Charleston AFB/International","Newark Intl"
"Charleston AFB/International","Washington Dulles International"
"Charleston AFB/International","George Bush Intercontinental"
"Charleston AFB/International","Jacksonville International"
"Charleston AFB/International","John F Kennedy Intl"
"Charleston AFB/International","LaGuardia"
"Charleston AFB/International","Memphis International"
"Charleston AFB/International","Minneapolis-St Paul Intl"
"Charleston AFB/International","Chicago O'Hare International"
"Charleston AFB/International","Savannah International"
"Chico Municipal","Fresno Yosemite International"
"Chico Municipal","Monterey Peninsula"
"Chico Municipal","San Francisco International"
"Eastern Iowa","Cincinnati Northern Kentucky Intl"
"Eastern Iowa","Denver Intl"
"Eastern Iowa","Dallas-Fort Worth International"
"Eastern Iowa","Des Moines International"
"Eastern Iowa","Detroit Metropolitan-Wayne County"
"Eastern Iowa","Wichita Mid-Continent"
"Eastern Iowa","LaGuardia"
"Eastern Iowa","General Mitchell International"
"Eastern Iowa","Minneapolis-St Paul Intl"
"Eastern Iowa","Chicago O'Hare International"
"MC Clellan-Palomar Airport","Los Angeles International"
"MC Clellan-Palomar Airport","Phoenix Sky Harbor International"
"Cleveland-Hopkins Intl","Charlotte/Douglas International"
"Cleveland-Hopkins Intl","Port Columbus Intl"
"Cleveland-Hopkins Intl","City of Colorado Springs Muni"
"Cleveland-Hopkins Intl","Cincinnati Northern Kentucky Intl"
"Cleveland-Hopkins Intl","Daytona Beach International"
"Cleveland-Hopkins Intl","James M Cox Dayton Intl"
"Cleveland-Hopkins Intl","Ronald Reagan Washington National"
"Cleveland-Hopkins Intl","Denver Intl"
"Cleveland-Hopkins Intl","Dallas-Fort Worth International"
"Cleveland-Hopkins Intl","Des Moines International"
"Cleveland-Hopkins Intl","Detroit Metropolitan-Wayne County"
"Cleveland-Hopkins Intl","Newark Intl"
"Cleveland-Hopkins Intl","Fort Lauderdale-Hollywood Int'l"
"Cleveland-Hopkins Intl","Kent County International"
"Cleveland-Hopkins Intl","Piedmont Triad International"
"Cleveland-Hopkins Intl","Greenville-Spartanburg"
"Cleveland-Hopkins Intl","Washington Dulles International"
"Cleveland-Hopkins Intl","George Bush Intercontinental"
"Cleveland-Hopkins Intl","Indianapolis International"
"Cleveland-Hopkins Intl","Jacksonville International"
"Cleveland-Hopkins Intl","John F Kennedy Intl"
"Cleveland-Hopkins Intl","McCarran International"
"Cleveland-Hopkins Intl","Los Angeles International"
"Cleveland-Hopkins Intl","Blue Grass"
"Cleveland-Hopkins Intl","LaGuardia"
"Cleveland-Hopkins Intl","Kansas City International"
"Cleveland-Hopkins Intl","Orlando International"
"Cleveland-Hopkins Intl","Harrisburg Intl"
"Cleveland-Hopkins Intl","Chicago Midway"
"Cleveland-Hopkins Intl","Memphis International"
"Cleveland-Hopkins Intl","Manchester"
"Cleveland-Hopkins Intl","Miami International"
"Cleveland-Hopkins Intl","General Mitchell International"
"Cleveland-Hopkins Intl","Dane County Regional"
"Cleveland-Hopkins Intl","Minneapolis-St Paul Intl"
"Cleveland-Hopkins Intl","New Orleans International"
"Cleveland-Hopkins Intl","Will Rogers World"
"Cleveland-Hopkins Intl","Eppley Airfield"
"Cleveland-Hopkins Intl","Chicago O'Hare International"
"Cleveland-Hopkins Intl","Norfolk International"
"Cleveland-Hopkins Intl","Palm Beach International"
"Cleveland-Hopkins Intl","Philadelphia Intl"
"Cleveland-Hopkins Intl","Phoenix Sky Harbor International"
"Cleveland-Hopkins Intl","Theodore F Green State"
"Cleveland-Hopkins Intl","Portland International Jetport"
"Cleveland-Hopkins Intl","Raleigh-Durham International"
"Cleveland-Hopkins Intl","Richmond International"
"Cleveland-Hopkins Intl","Greater Rochester Int'l"
"Cleveland-Hopkins Intl","Southwest Florida International"
"Cleveland-Hopkins Intl","San Diego International-Lindbergh"
"Cleveland-Hopkins Intl","San Antonio International"
"Cleveland-Hopkins Intl","Savannah International"
"Cleveland-Hopkins Intl","Louisville International-Standiford"
"Cleveland-Hopkins Intl","Seattle-Tacoma Intl"
"Cleveland-Hopkins Intl","San Francisco International"
"Cleveland-Hopkins Intl","Salt Lake City Intl"
"Cleveland-Hopkins Intl","Sarasota Bradenton International"
"Cleveland-Hopkins Intl","Lambert-St Louis International"
"Cleveland-Hopkins Intl","Syracuse-Hancock Intl"
"Cleveland-Hopkins Intl","Tampa International"
"Cleveland-Hopkins Intl","Tulsa International"
"Cleveland-Hopkins Intl","McGhee-Tyson"
"Easterwood","Dallas-Fort Worth International"
"Easterwood","George Bush Intercontinental"
"Charlotte/Douglas International","Port Columbus Intl"
"Charlotte/Douglas International","Cincinnati Northern Kentucky Intl"
"Charlotte/Douglas International","Daytona Beach International"
"Charlotte/Douglas International","Ronald Reagan Washington National"
"Charlotte/Douglas International","Denver Intl"
"Charlotte/Douglas International","Dallas-Fort Worth International"
"Charlotte/Douglas International","Detroit Metropolitan-Wayne County"
"Charlotte/Douglas International","Eagle County Regional"
"Charlotte/Douglas International","Newark Intl"
"Charlotte/Douglas International","Fayetteville Municipal"
"Charlotte/Douglas International","Fort Lauderdale-Hollywood Int'l"
"Charlotte/Douglas International","Kent County International"
"Charlotte/Douglas International","Piedmont Triad International"
"Charlotte/Douglas International","Greenville-Spartanburg"
"Charlotte/Douglas International","Huntsville International"
"Charlotte/Douglas International","Washington Dulles International"
"Charlotte/Douglas International","George Bush Intercontinental"
"Charlotte/Douglas International","Wilmington International"
"Charlotte/Douglas International","Indianapolis International"
"Charlotte/Douglas International","Jacksonville International"
"Charlotte/Douglas International","John F Kennedy Intl"
"Charlotte/Douglas International","McCarran International"
"Charlotte/Douglas International","Los Angeles International"
"Charlotte/Douglas International","LaGuardia"
"Charlotte/Douglas International","Adams"
"Charlotte/Douglas International","Kansas City International"
"Charlotte/Douglas International","Orlando International"
"Charlotte/Douglas International","Harrisburg Intl"
"Charlotte/Douglas International","Chicago Midway"
"Charlotte/Douglas International","Memphis International"
"Charlotte/Douglas International","Manchester"
"Charlotte/Douglas International","Miami International"
"Charlotte/Douglas International","General Mitchell International"
"Charlotte/Douglas International","Minneapolis-St Paul Intl"
"Charlotte/Douglas International","New Orleans International"
"Charlotte/Douglas International","Myrtle Beach International"
"Charlotte/Douglas International","Albert J Ellis"
"Charlotte/Douglas International","Chicago O'Hare International"
"Charlotte/Douglas International","Norfolk International"
"Charlotte/Douglas International","Palm Beach International"
"Charlotte/Douglas International","Portland Intl"
"Charlotte/Douglas International","Philadelphia Intl"
"Charlotte/Douglas International","Phoenix Sky Harbor International"
"Charlotte/Douglas International","Pittsburgh International"
"Charlotte/Douglas International","Pensacola Regional"
"Charlotte/Douglas International","Theodore F Green State"
"Charlotte/Douglas International","Portland International Jetport"
"Charlotte/Douglas International","Raleigh-Durham International"
"Charlotte/Douglas International","Richmond International"
"Charlotte/Douglas International","Roanoke Regional/ Woodrum"
"Charlotte/Douglas International","Greater Rochester Int'l"
"Charlotte/Douglas International","Southwest Florida International"
"Charlotte/Douglas International","San Diego International-Lindbergh"
"Charlotte/Douglas International","San Antonio International"
"Charlotte/Douglas International","Savannah International"
"Charlotte/Douglas International","Louisville International-Standiford"
"Charlotte/Douglas International","Seattle-Tacoma Intl"
"Charlotte/Douglas International","San Francisco International"
"Charlotte/Douglas International","Salt Lake City Intl"
"Charlotte/Douglas International","Sacramento International"
"Charlotte/Douglas International","Sarasota Bradenton International"
"Charlotte/Douglas International","Lambert-St Louis International"
"Charlotte/Douglas International","Syracuse-Hancock Intl"
"Charlotte/Douglas International","Tallahassee Regional"
"Charlotte/Douglas International","Tampa International"
"Charlotte/Douglas International","Tri-Cities Regional"
"Charlotte/Douglas International","Tucson International"
"Port Columbus Intl","Cincinnati Northern Kentucky Intl"
"Port Columbus Intl","Ronald Reagan Washington National"
"Port Columbus Intl","Denver Intl"
"Port Columbus Intl","Dallas-Fort Worth International"
"Port Columbus Intl","Detroit Metropolitan-Wayne County"
"Port Columbus Intl","Newark Intl"
"Port Columbus Intl","Austin Straubel International"
"Port Columbus Intl","Kent County International"
"Port Columbus Intl","George Bush Intercontinental"
"Port Columbus Intl","Wichita Mid-Continent"
"Port Columbus Intl","John F Kennedy Intl"
"Port Columbus Intl","McCarran International"
"Port Columbus Intl","Los Angeles International"
"Port Columbus Intl","LaGuardia"
"Port Columbus Intl","Kansas City International"
"Port Columbus Intl","Orlando International"
"Port Columbus Intl","Chicago Midway"
"Port Columbus Intl","Memphis International"
"Port Columbus Intl","Miami International"
"Port Columbus Intl","General Mitchell International"
"Port Columbus Intl","Minneapolis-St Paul Intl"
"Port Columbus Intl","New Orleans International"
"Port Columbus Intl","Eppley Airfield"
"Port Columbus Intl","Chicago O'Hare International"
"Port Columbus Intl","Palm Beach International"
"Port Columbus Intl","Philadelphia Intl"
"Port Columbus Intl","Phoenix Sky Harbor International"
"Port Columbus Intl","Raleigh-Durham International"
"Port Columbus Intl","Southwest Florida International"
"Port Columbus Intl","Salt Lake City Intl"
"Port Columbus Intl","Lambert-St Louis International"
"Port Columbus Intl","Syracuse-Hancock Intl"
"Port Columbus Intl","Tampa International"
"University of Illinois-Willard","Dallas-Fort Worth International"
"University of Illinois-Willard","Chicago O'Hare International"
"University of Illinois-Willard","Capital"
"Houghton County Memorial","Minneapolis-St Paul Intl"
"Yellowstone Regional","Denver Intl"
"Yellowstone Regional","Salt Lake City Intl"
"City of Colorado Springs Muni","Cincinnati Northern Kentucky Intl"
"City of Colorado Springs Muni","Denver Intl"
"City of Colorado Springs Muni","Dallas-Fort Worth International"
"City of Colorado Springs Muni","Fresno Yosemite International"
"City of Colorado Springs Muni","George Bush Intercontinental"
"City of Colorado Springs Muni","Wichita Mid-Continent"
"City of Colorado Springs Muni","Capital City"
"City of Colorado Springs Muni","McCarran International"
"City of Colorado Springs Muni","Los Angeles International"
"City of Colorado Springs Muni","Blue Grass"
"City of Colorado Springs Muni","Kansas City International"
"City of Colorado Springs Muni","Memphis International"
"City of Colorado Springs Muni","General Mitchell International"
"City of Colorado Springs Muni","Minneapolis-St Paul Intl"
"City of Colorado Springs Muni","Eppley Airfield"
"City of Colorado Springs Muni","Ontario International"
"City of Colorado Springs Muni","Chicago O'Hare International"
"City of Colorado Springs Muni","Phoenix Sky Harbor International"
"City of Colorado Springs Muni","Pueblo Memorial"
"City of Colorado Springs Muni","San Diego International-Lindbergh"
"City of Colorado Springs Muni","San Francisco International"
"City of Colorado Springs Muni","Salt Lake City Intl"
"City of Colorado Springs Muni","Sacramento International"
"City of Colorado Springs Muni","Northwest Arkansas Regional"
"Natrona County Intl","Denver Intl"
"Natrona County Intl","Minneapolis-St Paul Intl"
"Natrona County Intl","Chicago O'Hare International"
"Natrona County Intl","Pocatello Regional"
"Natrona County Intl","Salt Lake City Intl"
"Corpus Christi International","Dallas-Fort Worth International"
"Corpus Christi International","William P Hobby"
"Corpus Christi International","George Bush Intercontinental"
"Yeager","Cincinnati Northern Kentucky Intl"
"Yeager","Denver Intl"
"Yeager","Detroit Metropolitan-Wayne County"
"Yeager","George Bush Intercontinental"
"Yeager","Blue Grass"
"Yeager","Lincoln Municipal"
"Yeager","Chicago O'Hare International"
"Cincinnati Northern Kentucky Intl","Daytona Beach International"
"Cincinnati Northern Kentucky Intl","James M Cox Dayton Intl"
"Cincinnati Northern Kentucky Intl","Ronald Reagan Washington National"
"Cincinnati Northern Kentucky Intl","Denver Intl"
"Cincinnati Northern Kentucky Intl","Dallas-Fort Worth International"
"Cincinnati Northern Kentucky Intl","Des Moines International"
"Cincinnati Northern Kentucky Intl","Detroit Metropolitan-Wayne County"
"Cincinnati Northern Kentucky Intl","Eagle County Regional"
"Cincinnati Northern Kentucky Intl","Evansville Regional"
"Cincinnati Northern Kentucky Intl","Newark Intl"
"Cincinnati Northern Kentucky Intl","Fort Lauderdale-Hollywood Int'l"
"Cincinnati Northern Kentucky Intl","Joe Foss"
"Cincinnati Northern Kentucky Intl","Austin Straubel International"
"Cincinnati Northern Kentucky Intl","Kent County International"
"Cincinnati Northern Kentucky Intl","Piedmont Triad International"
"Cincinnati Northern Kentucky Intl","Greenville-Spartanburg"
"Cincinnati Northern Kentucky Intl","Westchester Cty"
"Cincinnati Northern Kentucky Intl","Huntsville International"
"Cincinnati Northern Kentucky Intl","Tri-State/Walker-Long"
"Cincinnati Northern Kentucky Intl","Washington Dulles International"
"Cincinnati Northern Kentucky Intl","George Bush Intercontinental"
"Cincinnati Northern Kentucky Intl","Wilmington International"
"Cincinnati Northern Kentucky Intl","Indianapolis International"
"Cincinnati Northern Kentucky Intl","Jackson Hole"
"Cincinnati Northern Kentucky Intl","Jackson International"
"Cincinnati Northern Kentucky Intl","Jacksonville International"
"Cincinnati Northern Kentucky Intl","John F Kennedy Intl"
"Cincinnati Northern Kentucky Intl","Capital City"
"Cincinnati Northern Kentucky Intl","McCarran International"
"Cincinnati Northern Kentucky Intl","Los Angeles International"
"Cincinnati Northern Kentucky Intl","Blue Grass"
"Cincinnati Northern Kentucky Intl","LaGuardia"
"Cincinnati Northern Kentucky Intl","Adams"
"Cincinnati Northern Kentucky Intl","Kansas City International"
"Cincinnati Northern Kentucky Intl","Orlando International"
"Cincinnati Northern Kentucky Intl","Harrisburg Intl"
"Cincinnati Northern Kentucky Intl","Memphis International"
"Cincinnati Northern Kentucky Intl","Manchester"
"Cincinnati Northern Kentucky Intl","Miami International"
"Cincinnati Northern Kentucky Intl","General Mitchell International"
"Cincinnati Northern Kentucky Intl","Dane County Regional"
"Cincinnati Northern Kentucky Intl","Minneapolis-St Paul Intl"
"Cincinnati Northern Kentucky Intl","New Orleans International"
"Cincinnati Northern Kentucky Intl","Myrtle Beach International"
"Cincinnati Northern Kentucky Intl","Will Rogers World"
"Cincinnati Northern Kentucky Intl","Eppley Airfield"
"Cincinnati Northern Kentucky Intl","Chicago O'Hare International"
"Cincinnati Northern Kentucky Intl","Norfolk International"
"Cincinnati Northern Kentucky Intl","Palm Beach International"
"Cincinnati Northern Kentucky Intl","Portland Intl"
"Cincinnati Northern Kentucky Intl","Panama City-Bay County International"
"Cincinnati Northern Kentucky Intl","Philadelphia Intl"
"Cincinnati Northern Kentucky Intl","Phoenix Sky Harbor International"
"Cincinnati Northern Kentucky Intl","Pittsburgh International"
"Cincinnati Northern Kentucky Intl","Theodore F Green State"
"Cincinnati Northern Kentucky Intl","Portland International Jetport"
"Cincinnati Northern Kentucky Intl","Raleigh-Durham International"
"Cincinnati Northern Kentucky Intl","Richmond International"
"Cincinnati Northern Kentucky Intl","Roanoke Regional/ Woodrum"
"Cincinnati Northern Kentucky Intl","Greater Rochester Int'l"
"Cincinnati Northern Kentucky Intl","Southwest Florida International"
"Cincinnati Northern Kentucky Intl","San Diego International-Lindbergh"
"Cincinnati Northern Kentucky Intl","San Antonio International"
"Cincinnati Northern Kentucky Intl","Savannah International"
"Cincinnati Northern Kentucky Intl","South Bend Regional"
"Cincinnati Northern Kentucky Intl","University Park"
"Cincinnati Northern Kentucky Intl","Louisville International-Standiford"
"Cincinnati Northern Kentucky Intl","Seattle-Tacoma Intl"
"Cincinnati Northern Kentucky Intl","San Francisco International"
"Cincinnati Northern Kentucky Intl","Springfield-Branson Regional"
"Cincinnati Northern Kentucky Intl","Salt Lake City Intl"
"Cincinnati Northern Kentucky Intl","John Wayne /Orange Co"
"Cincinnati Northern Kentucky Intl","Sarasota Bradenton International"
"Cincinnati Northern Kentucky Intl","Lambert-St Louis International"
"Cincinnati Northern Kentucky Intl","Syracuse-Hancock Intl"
"Cincinnati Northern Kentucky Intl","Toledo Express"
"Cincinnati Northern Kentucky Intl","Tampa International"
"Cincinnati Northern Kentucky Intl","Tri-Cities Regional"
"Cincinnati Northern Kentucky Intl","Tulsa International"
"Cincinnati Northern Kentucky Intl","Cherry Capital"
"Cincinnati Northern Kentucky Intl","McGhee-Tyson"
"Cincinnati Northern Kentucky Intl","Eglin Air Force Base"
"Cincinnati Northern Kentucky Intl","Northwest Arkansas Regional"
"Central Wisconsin","Des Moines International"
"Central Wisconsin","Detroit Metropolitan-Wayne County"
"Central Wisconsin","General Mitchell International"
"Central Wisconsin","Quad City"
"Central Wisconsin","Minneapolis-St Paul Intl"
"Central Wisconsin","Chicago O'Hare International"
"Cheyenne","Denver Intl"
"Cheyenne","Salt Lake City Intl"
"Daytona Beach International","Newark Intl"
"Daytona Beach International","Jacksonville International"
"Daytona Beach International","LaGuardia"
"Daytona Beach International","Orlando International"
"Dallas Love","El Paso International"
"Dallas Love","William P Hobby"
"Dallas Love","Valley International"
"Dallas Love","George Bush Intercontinental"
"Dallas Love","Lubbock International"
"Dallas Love","Adams"
"Dallas Love","Midland International"
"Dallas Love","Kansas City International"
"Dallas Love","New Orleans International"
"Dallas Love","Will Rogers World"
"Dallas Love","Chicago O'Hare International"
"Dallas Love","San Antonio International"
"Dallas Love","Lambert-St Louis International"
"Dallas Love","Tulsa International"
"James M Cox Dayton Intl","Denver Intl"
"James M Cox Dayton Intl","Dallas-Fort Worth International"
"James M Cox Dayton Intl","Detroit Metropolitan-Wayne County"
"James M Cox Dayton Intl","Newark Intl"
"James M Cox Dayton Intl","Washington Dulles International"
"James M Cox Dayton Intl","George Bush Intercontinental"
"James M Cox Dayton Intl","McCarran International"
"James M Cox Dayton Intl","Blue Grass"
"James M Cox Dayton Intl","Orlando International"
"James M Cox Dayton Intl","General Mitchell International"
"James M Cox Dayton Intl","Minneapolis-St Paul Intl"
"James M Cox Dayton Intl","Chicago O'Hare International"
"James M Cox Dayton Intl","Tampa International"
"Dubuque Municipal","Chicago O'Hare International"
"Ronald Reagan Washington National","Denver Intl"
"Ronald Reagan Washington National","Dallas-Fort Worth International"
"Ronald Reagan Washington National","Des Moines International"
"Ronald Reagan Washington National","Detroit Metropolitan-Wayne County"
"Ronald Reagan Washington National","Newark Intl"
"Ronald Reagan Washington National","Fort Lauderdale-Hollywood Int'l"
"Ronald Reagan Washington National","Kent County International"
"Ronald Reagan Washington National","Huntsville International"
"Ronald Reagan Washington National","Washington Dulles International"
"Ronald Reagan Washington National","George Bush Intercontinental"
"Ronald Reagan Washington National","Indianapolis International"
"Ronald Reagan Washington National","Jackson International"
"Ronald Reagan Washington National","Jacksonville International"
"Ronald Reagan Washington National","John F Kennedy Intl"
"Ronald Reagan Washington National","McCarran International"
"Ronald Reagan Washington National","Los Angeles International"
"Ronald Reagan Washington National","Blue Grass"
"Ronald Reagan Washington National","LaGuardia"
"Ronald Reagan Washington National","Orlando International"
"Ronald Reagan Washington National","Harrisburg Intl"
"Ronald Reagan Washington National","Memphis International"
"Ronald Reagan Washington National","Manchester"
"Ronald Reagan Washington National","Miami International"
"Ronald Reagan Washington National","General Mitchell International"
"Ronald Reagan Washington National","Dane County Regional"
"Ronald Reagan Washington National","Minneapolis-St Paul Intl"
"Ronald Reagan Washington National","New Orleans International"
"Ronald Reagan Washington National","Chicago O'Hare International"
"Ronald Reagan Washington National","Palm Beach International"
"Ronald Reagan Washington National","Philadelphia Intl"
"Ronald Reagan Washington National","Phoenix Sky Harbor International"
"Ronald Reagan Washington National","Pittsburgh International"
"Ronald Reagan Washington National","Pellston Regional  of Emmet County"
"Ronald Reagan Washington National","Theodore F Green State"
"Ronald Reagan Washington National","Raleigh-Durham International"
"Ronald Reagan Washington National","Richmond International"
"Ronald Reagan Washington National","Southwest Florida International"
"Ronald Reagan Washington National","Seattle-Tacoma Intl"
"Ronald Reagan Washington National","Salt Lake City Intl"
"Ronald Reagan Washington National","Sarasota Bradenton International"
"Ronald Reagan Washington National","Lambert-St Louis International"
"Ronald Reagan Washington National","Syracuse-Hancock Intl"
"Ronald Reagan Washington National","Tampa International"
"Ronald Reagan Washington National","Northwest Arkansas Regional"
"Denver Intl","Dallas-Fort Worth International"
"Denver Intl","Durango-La Plata County"
"Denver Intl","Des Moines International"
"Denver Intl","Detroit Metropolitan-Wayne County"
"Denver Intl","Eagle County Regional"
"Denver Intl","El Paso International"
